exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd,daily_snapshot
drift,CROSS,1KMEW-USD,4,2.95629,0.0,588.0,1738.29852,2025-09-11
drift,CROSS,1KWEN-USD,4,0.033944,405.370362,341344.0,11586.580736,2025-09-11
drift,CROSS,1MBONK-USD,10,23.3999,3363093.833734,427103.0,9994167.489699999,2025-09-11
drift,CROSS,1MPEPE-USD,4,10.5573,3537.580358,14520.0,153291.99599999998,2025-09-11
drift,CROSS,ADA-USD,10,0.889034,100087.51323,633980.0,563629.77532,2025-09-11
drift,CROSS,AI16Z-USD,4,0.111845,5436.030333,521554.0,58333.20713,2025-09-11
drift,CROSS,APT-USD,10,4.498479,43569.68466,56407.3,253747.0544967,2025-09-11
drift,CROSS,ARB-USD,10,0.518245,39342.486255,743346.0,385235.34777,2025-09-11
drift,CROSS,AVAX-USD,10,29.111857,681977.517641,30234.1,880170.7957237,2025-09-11
drift,CROSS,BERA-USD,5,2.393218,4534.580349,95637.0,228880.189866,2025-09-11
drift,CROSS,BNB-USD,10,891.855059,133218.080272,367.73,327961.86084607,2025-09-11
drift,CROSS,BREAKPOINT-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,BTC-USD,101,113960.789012,109481739.269503,970.8031,110633487.25129552,2025-09-11
drift,CROSS,CLOUD-USD,2,0.089956,496.398844,1518704.0,136616.537024,2025-09-11
drift,CROSS,DBR-USD,2,0.024672,0.0,0.0,0.0,2025-09-11
drift,CROSS,DEMOCRATS-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,DOGE-USD,10,0.246012,1233912.756122,9410234.0,2315030.486808,2025-09-11
drift,CROSS,DRIFT-USD,5,0.58649,1232541.507461,6682834.0,3919415.31266,2025-09-11
drift,CROSS,DYM-USD,5,0.242627,0.0,547.0,132.716969,2025-09-11
drift,CROSS,ETH-USD,101,4367.714998,128529253.170351,17966.677,78473324.59712166,2025-09-11
drift,CROSS,FARTCOIN-USD,10,0.883756,1459025.354124,1996427.0,1764354.339812,2025-09-11
drift,CROSS,FED-USD,1,0.999999,0.0,0.0,0.0,2025-09-11
drift,CROSS,FWOG-USD,4,0.042804,2750.318543,3526989.0,150969.23715600002,2025-09-11
drift,CROSS,GOAT-USD,4,0.093702,1665.334831,459529.0,43058.786358,2025-09-11
drift,CROSS,HNT-USD,5,2.426509,56223.440357,112507.0,272999.248063,2025-09-11
drift,CROSS,HYPE-USD,10,55.694517,11611019.632567,323287.1,18005318.8868307,2025-09-11
drift,CROSS,INJ-USD,10,14.058929,521903.777638,33988.0,477834.878852,2025-09-11
drift,CROSS,IO-USD,2,0.612595,556.049921,56663.0,34711.470485,2025-09-11
drift,CROSS,IP-USD,5,10.265012,217833.78711,21436.3,220043.8767356,2025-09-11
drift,CROSS,JTO-USD,10,1.906161,158908.009597,403226.0,768613.675386,2025-09-11
drift,CROSS,JUP-USD,10,0.538264,1215896.616191,11396127.0,6134124.903527999,2025-09-11
drift,CROSS,KAITO-USD,5,1.248803,215305.349478,149271.0,186410.07261300003,2025-09-11
drift,CROSS,KAMALA-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,KMNO-USD,2,0.05823,22769.271679,20260578.0,1179773.45694,2025-09-11
drift,CROSS,LANDO-USD,1,0.999999,0.0,0.0,0.0,2025-09-11
drift,CROSS,LAUNCHCOIN-USD,4,0.100578,89341.959246,1472860.0,148137.31308,2025-09-11
drift,CROSS,LINK-USD,10,23.708839,1250705.576731,76301.0,1809008.124539,2025-09-11
drift,CROSS,LNDO-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,LTC-USD,10,116.75906,19062.403324,466.23,54436.5765438,2025-09-11
drift,CROSS,ME-USD,5,0.689473,3795.164022,62973.0,43418.183229,2025-09-11
drift,CROSS,MELANIA-USD,4,0.202597,112049.955029,494273.2,100138.2675004,2025-09-11
drift,CROSS,MICHI-USD,4,0.026661,0.0,272.0,7.251792,2025-09-11
drift,CROSS,MOODENG-USD,4,0.145963,1076.85,1069907.0,156166.835441,2025-09-11
drift,CROSS,MOTHER-USD,4,0.007957,346.787547,18619012.0,148151.47848400002,2025-09-11
drift,CROSS,NBAFINALS25-USD,1,0.999999,0.0,32.0,31.999968,2025-09-11
drift,CROSS,NBAFINALS25-USD,1,1e-06,0.0,213.0,0.000213,2025-09-11
drift,CROSS,OP-USD,10,0.778456,19348.868106,126933.0,98811.75544800001,2025-09-11
drift,CROSS,PAXG-USD,10,3640.633131,181363.628675,174.007,633495.6492259171,2025-09-11
drift,CROSS,PENGU-USD,4,0.034503,300631.801042,45577114.0,1572547.164342,2025-09-11
drift,CROSS,PNUT-USD,4,0.232699,0.0,36540.0,8502.82146,2025-09-11
drift,CROSS,POL-USD,10,0.273208,6509.581596,134945.0,36868.05356,2025-09-11
drift,CROSS,POPCAT-USD,4,0.272131,22759.412594,2053948.0,558942.923188,2025-09-11
drift,CROSS,PUMP-USD,5,0.005763,1355730.883928,224084944.0,1291401.5322719999,2025-09-11
drift,CROSS,PYTH-USD,10,0.1704,338948.316277,3492806.0,595174.1424,2025-09-11
drift,CROSS,RAY-USD,5,3.505043,422216.864918,231964.0,813043.7944520001,2025-09-11
drift,CROSS,RENDER-USD,10,3.919503,57189.65747,92204.0,361393.854612,2025-09-11
drift,CROSS,REPUBLICAN-USD,1,0.999999,0.0,0.0,0.0,2025-09-11
drift,CROSS,RLB-USD,5,0.067019,0.0,500.0,33.509499999999996,2025-09-11
drift,CROSS,SEI-USD,10,0.322208,35148.083763,1774570.0,571780.65056,2025-09-11
drift,CROSS,SOL-USD,101,225.406309,182520389.333677,1460651.47,329240056.5881242,2025-09-11
drift,CROSS,SUI-USD,10,3.610558,2966021.248565,1841804.0,6649940.166632,2025-09-11
drift,CROSS,SUPERBOWL-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,SUPERBOWL-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,TAO-USD,5,352.3404,214496.464665,2029.76,715166.4503039999,2025-09-11
drift,CROSS,TIA-USD,10,1.77311,23523.587189,180010.0,319177.5311,2025-09-11
drift,CROSS,TNSR-USD,5,0.123975,24655.380617,1506066.0,186714.53235,2025-09-11
drift,CROSS,TON-USD,5,3.179107,592334.152043,161381.0,513047.46676700003,2025-09-11
drift,CROSS,TRUMP-USD,1,0.999999,0.0,0.0,0.0,2025-09-11
drift,CROSS,TRUMP-USD,4,8.837656,51178.756433,30245.0,267294.90572000004,2025-09-11
drift,CROSS,VRSTPN-USD,1,0.999999,0.0,0.0,0.0,2025-09-11
drift,CROSS,W-USD,5,0.093185,174936.691846,1221390.0,113815.22715,2025-09-11
drift,CROSS,WARWICK-USD,1,1e-06,0.0,0.0,0.0,2025-09-11
drift,CROSS,WIF-USD,10,0.894997,183129.45581,1670144.0,1494773.869568,2025-09-11
