exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd,daily_snapshot
drift,CROSS,1KMEW-USD,4,2.48858,0.0,0.0,0.0,2025-10-21
drift,CROSS,1KPUMP-USD,5,3.88493,87262.666209,28389.0,110289.27777,2025-10-21
drift,CROSS,1KWEN-USD,4,0.035257,0.0,460.0,16.21822,2025-10-21
drift,CROSS,1MBONK-USD,10,14.8866,5577489.596959,80564.3,1199328.50838,2025-10-21
drift,CROSS,1MPEPE-USD,4,7.177,890.345384,8342.0,59870.534,2025-10-21
drift,CROSS,2Z-USD,5,0.237546,39077.633766,136910.0,32522.422860000002,2025-10-21
drift,CROSS,ADA-USD,10,0.662251,239528.329791,420335.0,278367.27408500004,2025-10-21
drift,CROSS,AI16Z-USD,4,0.082422,0.0,7286.0,600.5266919999999,2025-10-21
drift,CROSS,APT-USD,10,3.256191,32655.630864,78710.8,256297.3985628,2025-10-21
drift,CROSS,ARB-USD,10,0.322318,26226.130658,132811.0,42807.375898,2025-10-21
drift,CROSS,ASTER-USD,10,1.161821,878417.35445,674081.0,783161.461501,2025-10-21
drift,CROSS,AVAX-USD,10,20.302344,109609.108957,25424.2,516170.8543248001,2025-10-21
drift,CROSS,BERA-USD,5,1.973092,182751.698875,77492.1,152899.04257320001,2025-10-21
drift,CROSS,BNB-USD,10,1099.135319,126848.441481,838.48,921602.98227512,2025-10-21
drift,CROSS,BREAKPOINT-USD,1,1e-06,0.0,0.0,0.0,2025-10-21
drift,CROSS,BTC-USD,101,110489.090373,36172023.503057,962.4361,106338689.23113766,2025-10-21
drift,CROSS,CLOUD-USD,2,0.162411,89952.00372,679578.0,110370.942558,2025-10-21
drift,CROSS,DBR-USD,2,0.024672,0.0,0.0,0.0,2025-10-21
drift,CROSS,DEMOCRATS-USD,1,1e-06,0.0,0.0,0.0,2025-10-21
drift,CROSS,DOGE-USD,10,0.200227,112190.955244,6317998.0,1265033.7855459999,2025-10-21
drift,CROSS,DRIFT-USD,5,0.516454,829854.076816,3672304.0,1896576.090016,2025-10-21
drift,CROSS,DYM-USD,5,0.242627,0.0,547.0,132.716969,2025-10-21
drift,CROSS,ETH-USD,101,3973.825269,29295451.431257,16507.851,65599315.44068691,2025-10-21
drift,CROSS,FARTCOIN-USD,10,0.372226,415819.710908,927592.0,345273.859792,2025-10-21
drift,CROSS,FED-USD,1,0.999999,0.0,0.0,0.0,2025-10-21
drift,CROSS,FWOG-USD,4,0.030393,0.0,107743.0,3274.632999,2025-10-21
drift,CROSS,GOAT-USD,4,0.078436,0.0,60.0,4.706160000000001,2025-10-21
drift,CROSS,HNT-USD,5,1.874659,114705.734936,135702.0,254394.975618,2025-10-21
drift,CROSS,HYPE-USD,10,38.019483,11039990.348777,95010.4,3612246.2876232,2025-10-21
drift,CROSS,INJ-USD,10,8.707832,290108.777315,17290.0,150558.41528,2025-10-21
drift,CROSS,IO-USD,2,0.501698,0.0,20.0,10.03396,2025-10-21
drift,CROSS,IP-USD,5,5.48305,173765.641371,6773.5,37139.439175,2025-10-21
drift,CROSS,JTO-USD,10,1.13074,1065545.66157,378740.0,428256.46760000003,2025-10-21
drift,CROSS,JUP-USD,10,0.363938,258106.669646,6392172.0,2326354.293336,2025-10-21
drift,CROSS,KAITO-USD,5,1.082101,14582.302261,39361.0,42592.577461,2025-10-21
drift,CROSS,KAMALA-USD,1,1e-06,0.0,0.0,0.0,2025-10-21
drift,CROSS,KMNO-USD,2,0.059955,143621.125304,6032672.0,361688.84976,2025-10-21
drift,CROSS,LANDO-USD,1,0.999999,0.0,0.0,0.0,2025-10-21
drift,CROSS,LAUNCHCOIN-USD,4,0.070318,9650.686324,785598.0,55241.680164000005,2025-10-21
drift,CROSS,LINK-USD,10,18.879402,982640.65864,53764.5,1015041.6088289999,2025-10-21
drift,CROSS,LNDO-USD,1,1e-06,0.0,0.0,0.0,2025-10-21
drift,CROSS,LTC-USD,10,93.453602,131423.687491,420.5,39297.239641,2025-10-21
drift,CROSS,ME-USD,5,0.447496,616874.3,40340.0,18051.98864,2025-10-21
drift,CROSS,MELANIA-USD,4,0.166519,0.0,0.0,0.0,2025-10-21
drift,CROSS,MICHI-USD,4,0.026661,0.0,272.0,7.251792,2025-10-21
drift,CROSS,MNT-USD,5,1.799812,2519922.644766,8718.0,15690.761016,2025-10-21
drift,CROSS,MOODENG-USD,4,0.142865,0.0,4419.0,631.320435,2025-10-21
drift,CROSS,MOTHER-USD,4,0.006176,0.0,922878.0,5699.694528,2025-10-21
drift,CROSS,NBAFINALS25-USD,1,0.999999,0.0,29.0,28.999971,2025-10-21
drift,CROSS,NBAFINALS25-USD,1,1e-06,0.0,103.0,0.000103,2025-10-21
drift,CROSS,OP-USD,10,0.446189,463.983012,62589.0,27926.523321,2025-10-21
drift,CROSS,PAXG-USD,10,4374.054089,1059074.050878,164.151,718005.3527634391,2025-10-21
drift,CROSS,PENGU-USD,5,0.022397,64197.433659,2510350.0,56224.30895,2025-10-21
drift,CROSS,PNUT-USD,4,0.190529,0.0,226.0,43.059554,2025-10-21
drift,CROSS,POL-USD,10,0.200614,3566.452499,132938.0,26669.223931999997,2025-10-21
drift,CROSS,POPCAT-USD,4,0.156547,18196.936676,1595128.0,249712.50301599997,2025-10-21
