exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd
hyperliquid,CROSS,GRASS-USD,5,0.73095,3044579.4060029997,7601383.971615021,5556231.6140519995
hyperliquid,CROSS,GRIFFAIN-USD,5,0.035652,891700.8357670002,71929434.80635028,2564428.209716
dydx,CROSS,GRT-USD,10,0.0890164392,53227.139,1200570.0,106870.466410344
dydx,CROSS,HBAR-USD,5,0.234840606,14446.295,504420.0,118458.29847852001
hyperliquid,CROSS,HBAR-USD,5,0.23271,2541749.48659,71160793.27480556,16559828.20298
hyperliquid,CROSS,HMSTR-USD,3,0.000688,69763.862659,201645485.66860464,138732.09414
drift,CROSS,HNT-USD,5,2.44003,7152.685642,82804.0,202044.24412000002
dydx,ISOLATED,HNT-USD,20,2.5118744,0.0,9264.0,23270.0044416
hyperliquid,CROSS,HPOS-USD,3,0.042203,0.0,0.0,0.0
dydx,ISOLATED,HUMA-USD,5,0.03261999999,13445.588,500.0,16.309999995000002
drift,CROSS,HYPE-USD,10,43.045426,3453230.268496,146271.4,6296314.7246164
dydx,ISOLATED,HYPE-USD,20,42.75336222,39957.029,3234.3,138277.199428146
hyperliquid,CROSS,HYPE-USD,10,42.598,774592367.1199601,26916595.231047437,1146593123.6521587
hyperliquid,CROSS,HYPER-USD,3,0.31602,1765695.7395899994,5214058.680083538,1647746.82408
dydx,CROSS,ICP-USD,5,5.09129634,36748.128,47097.6,239787.83850278403
dydx,ISOLATED,ID-USD,20,0.1542022895,0.0,48960.0,7549.7440939200005
hyperliquid,CROSS,ILV-USD,3,12.14,0.0,0.0,0.0
dydx,CROSS,IMX-USD,5,0.5372,3133.114,269395.0,144718.994
hyperliquid,CROSS,IMX-USD,5,0.5316,484626.12119,1334177.9881113619,709249.0184799999
hyperliquid,CROSS,INIT-USD,3,0.3621,2329856.516639999,18979023.454294395,6872304.3928
drift,CROSS,INJ-USD,10,13.362621,382031.125496,35417.5,473270.6292675
dydx,CROSS,INJ-USD,5,13.39083042,450570.847,34447.4,461279.29180990806
hyperliquid,CROSS,INJ-USD,10,13.262,5719009.515199999,344578.43993364513,4569799.270400002
drift,CROSS,IO-USD,2,0.623687,1292.858112,67218.0,41922.992766
dydx,ISOLATED,IO-USD,20,0.626474939,43137.957,37322.0,23381.297673358
hyperliquid,CROSS,IO-USD,5,0.624,675270.9221789999,6067963.139836538,3786408.9992579995
hyperliquid,CROSS,IOTA-USD,3,0.1939,64396.41075,2108315.7499742135,408802.42392
dydx,ISOLATED,IOTX-USD,20,0.027348906,101.343,303200.0,8292.1882992
drift,CROSS,IP-USD,5,5.58406,63845.193233,3162.9,17661.823374
dydx,ISOLATED,IP-USD,20,5.63,22.128,4157.0,23403.91
hyperliquid,CROSS,IP-USD,3,5.5585,8986061.74478,6269454.985963839,34848765.53948
dydx,ISOLATED,JASMY-USD,20,0.0151892405,5285.28,509000.0,7731.3234145
hyperliquid,CROSS,JELLY-USD,3,0.03719,0.0,0.0,0.0
drift,CROSS,JTO-USD,10,1.640827,541760.829069,601988.0,987758.164076
dydx,CROSS,JTO-USD,5,1.642417875,1058.779,79367.0,130353.77948512501
hyperliquid,CROSS,JTO-USD,5,1.632,590773.183,1284004.6875,2095495.65
drift,CROSS,JUP-USD,10,0.479518,847069.235026,8024122.0,3847710.933196
dydx,CROSS,JUP-USD,5,0.4837258124,20283.225,303810.0,146960.739065244
hyperliquid,CROSS,JUP-USD,10,0.4778,4622670.046930002,27680110.466303892,13225556.7808
drift,CROSS,KAITO-USD,5,1.031882,5945.849091,31348.0,32347.436936
dydx,ISOLATED,KAITO-USD,20,1.0349482499,1235.841,11420.0,11819.109013858
hyperliquid,CROSS,KAITO-USD,5,1.023,1986151.2007000002,3083099.135679375,3154010.4158
drift,CROSS,KAMALA-USD,1,1e-06,0.0,0.0,0.0
dydx,ISOLATED,KAS-USD,20,0.0848916042,1033.313,355150.0,30149.25323163
hyperliquid,CROSS,KAS-USD,3,0.083898,406785.1038720001,21999704.732508518,1845731.2276479998
hyperliquid,CROSS,KBONK-USD,10,0.02152,20601179.578354,2251867044.2140336,48460178.791486
dydx,ISOLATED,KDA-USD,20,0.37898105,0.0,860.0,325.923703
hyperliquid,CROSS,KDOGS-USD,3,0.13675,234.4405,0.0,0.0
dydx,ISOLATED,KERNEL-USD,20,0.2025949324,0.0,75240.0,15243.242713776
hyperliquid,CROSS,KFLOKI-USD,5,0.09789,1663145.4192640008,29891493.376361225,2926078.2866120003
hyperliquid,CROSS,KLUNC-USD,3,0.05784,39544.024607,3603540.8022130015,208428.80000000002
drift,CROSS,KMNO-USD,2,0.056407,9847.768122,11389332.0,642438.050124
hyperliquid,CROSS,KNEIRO-USD,5,0.34818,973147.8308370003,2462920.3289103336,857539.60012
dydx,ISOLATED,KOMA-USD,20,0.02335,0.0,0.0,0.0
hyperliquid,CROSS,KPEPE-USD,10,0.010238,38161121.27973602,8324691024.609493,85228186.709952
dydx,ISOLATED,KRL-USD,20,0.3448746679,0.0,40.0,13.794986716
hyperliquid,CROSS,KSHIB-USD,10,0.012136,2586233.743057,473739331.6117337,5749300.52844
dydx,ISOLATED,KSM-USD,20,14.09,0.0,280.0,3945.2
dydx,ISOLATED,LA-USD,20,0.3458161668,0.0,6470.0,2237.430599196
drift,CROSS,LANDO-USD,1,0.999999,0.0,0.0,0.0
drift,CROSS,LAUNCHCOIN-USD,4,0.043037,13130.185246,1087408.0,46798.778096
hyperliquid,CROSS,LAUNCHCOIN-USD,3,0.0428,5310359.468998999,453414320.6429907,19406132.923520003
dydx,ISOLATED,LAYER-USD,20,0.5543,21788.838,33980.0,18835.114
hyperliquid,CROSS,LAYER-USD,3,0.55028,468546.7561399998,1627247.9508613797,895442.0024
dydx,CROSS,LDO-USD,5,1.28893555,42016.423,257082.0,331362.1290651
hyperliquid,CROSS,LDO-USD,10,1.284,13636971.617389997,33952735.733317755,43595312.68158
drift,CROSS,LINK-USD,10,23.863148,1702383.485209,60945.0,1454339.55486
dydx,CROSS,LINK-USD,10,24.0105198,5800264.056,133019.0,3193855.3332762
hyperliquid,CROSS,LINK-USD,10,23.819,227972658.38420004,6393882.869574711,152295896.07040003
hyperliquid,CROSS,LISTA-USD,3,0.1247,0.0,0.0,0.0
drift,CROSS,LNDO-USD,1,1e-06,0.0,0.0,0.0
hyperliquid,CROSS,LOOM-USD,10,0.071385,0.0,0.0,0.0
dydx,ISOLATED,LPT-USD,20,6.16,0.0,877.9,5407.864
drift,CROSS,LTC-USD,10,113.28481,70928.868105,564.88,63992.323472799995
dydx,CROSS,LTC-USD,10,114.6754128,235550.834,9061.0,1039073.9153808
hyperliquid,CROSS,LTC-USD,10,112.9,28143567.481099993,478661.3666519043,54040868.295
dydx,ISOLATED,MAGIC-USD,20,0.2249,0.0,84650.0,19037.785
dydx,ISOLATED,MAJOR-USD,20,0.1569056905,0.0,0.0,0.0
dydx,CROSS,MANA-USD,5,0.2763430975,9090.065,826860.0,228497.05359885
hyperliquid,CROSS,MANTA-USD,3,0.20535,223519.0802840001,1169051.2468858042,240064.6735479999
dydx,ISOLATED,MASK-USD,20,1.2305,0.0,344.0,423.292
hyperliquid,CROSS,MATIC-USD,20,0.3754,0.0,0.0,0.0
hyperliquid,CROSS,MAV-USD,3,0.055283,716455.6717449998,11225032.951576434,620553.496662
hyperliquid,CROSS,MAVIA-USD,3,0.15835,325091.3340849999,3948960.8982380806,625317.958236
drift,CROSS,ME-USD,5,0.675444,0.0,70094.0,47344.571736000005
dydx,ISOLATED,ME-USD,20,0.677,0.0,48.0,32.496
hyperliquid,CROSS,ME-USD,5,0.671,238345.1553929999,834926.1925961252,560235.475232
drift,CROSS,MELANIA-USD,4,0.201953,4403.433413,388395.0,78437.535435
dydx,ISOLATED,MELANIA-USD,20,0.204,0.0,0.0,0.0
hyperliquid,CROSS,MELANIA-USD,5,0.20071,1317392.3976679998,16262163.734044146,3263978.8830600004
hyperliquid,CROSS,MEME-USD,5,0.00204,2189499.392154001,601822449.2499999,1227717.79647
hyperliquid,CROSS,MERL-USD,3,0.1101,554700.0700699998,13842345.759673025,1524042.26814
dydx,ISOLATED,MEW-USD,20,0.00284688612,0.0,979000.0,2787.1015114799998
hyperliquid,CROSS,MEW-USD,5,0.00282,105027.062722,73704448.62765957,207846.54512999998
drift,CROSS,MICHI-USD,4,0.026661,0.0,272.0,7.251792
dydx,ISOLATED,MICHI-USD,20,0.0242821913,0.0,0.0,0.0
hyperliquid,CROSS,MINA-USD,3,0.17915,79248.22079,2798519.1957577444,501354.71391999995
dydx,CROSS,MKR-USD,5,1683.0,132364.846,1144.94,1926934.02
hyperliquid,CROSS,MKR-USD,10,1672.5,3249109.521629999,10887.276885022424,18208970.590200003
dydx,ISOLATED,MNRY-USD,20,0.0034855,0.0,0.0,0.0
dydx,ISOLATED,MNT-USD,20,1.3915,13.443,1960.0,2727.34
hyperliquid,CROSS,MNT-USD,5,1.3696,9614181.20566999,20566394.966924652,28167734.546700004
dydx,ISOLATED,MOCA-USD,20,0.06955652199,0.0,0.0,0.0
dydx,ISOLATED,MOG-USD,20,1.04595816e-06,0.0,6620000000.0,6924.2430192
drift,CROSS,MOODENG-USD,4,0.146758,9588.593793,984645.0,144504.53091
dydx,ISOLATED,MOODENG-USD,20,0.147794088,998.515,63230.0,9345.02018424
hyperliquid,CROSS,MOODENG-USD,5,0.14595,1731858.7457900003,28609436.651455976,4175547.2792799994
dydx,CROSS,MORPHO-USD,5,2.049368022,39532.745,23611.0,48387.628367442
hyperliquid,CROSS,MORPHO-USD,5,2.0313,1340020.3503200004,2529887.85806134,5138961.20608
drift,CROSS,MOTHER-USD,4,0.007994,220.494854,17939066.0,143404.89360399998
dydx,CROSS,MOVE-USD,5,0.1283035844,0.0,56100.0,7197.831084840001
hyperliquid,CROSS,MOVE-USD,5,0.1271,429556.6748599999,15427197.135483874,1960796.7559200001
hyperliquid,CROSS,MYRO-USD,3,0.015815,0.0,0.0,0.0
drift,CROSS,NBAFINALS25-USD,1,0.999999,0.0,41.0,40.999959
drift,CROSS,NBAFINALS25-USD,1,1e-06,0.0,313.0,0.00031299999999999996
dydx,ISOLATED,NC-USD,20,0.01934193419,0.0,0.0,0.0
dydx,CROSS,NEAR-USD,10,2.459201628,179168.323,102855.0,252941.18344794
hyperliquid,CROSS,NEAR-USD,10,2.442,4930476.822869999,3109431.099434889,7593230.744819999
dydx,ISOLATED,NEIRO-USD,20,0.10979560799,0.0,0.0,0.0
hyperliquid,CROSS,NEIROETH-USD,5,0.10909,1918632.1906999997,14579578.264185535,1590486.1928400001
dydx,ISOLATED,NEO-USD,20,5.95059505,0.0,59.4,353.46534597000004
hyperliquid,CROSS,NEO-USD,5,5.882,372496.280552,54564.870929615776,320950.570808
dydx,ISOLATED,NEWT-USD,20,0.2948982035,8.799,18100.0,5337.65748335
dydx,ISOLATED,NFT-USD,20,4.637463746e-07,0.0,20000000.0,9.274927492
hyperliquid,CROSS,NFTI-USD,3,2518.4,0.0,0.0,0.0
dydx,ISOLATED,NIL-USD,20,0.2944294429,20650.83,52410.0,15431.047102389
hyperliquid,CROSS,NIL-USD,3,0.28958,295614.58088,4820367.977346501,1395882.15888
dydx,ISOLATED,NMR-USD,20,8.15479625,0.0,0.0,0.0
dydx,ISOLATED,NOT-USD,20,0.0018239088,0.57,699100.0,1275.09464208
hyperliquid,CROSS,NOT-USD,3,0.001799,214901.446062,286028876.9627571,514565.949656
hyperliquid,CROSS,NTRN-USD,3,0.12385,0.0,0.0,0.0
hyperliquid,CROSS,NXPC-USD,5,0.77039,516994.5737600002,2636373.053751996,2031035.43688
hyperliquid,CROSS,OGN-USD,3,0.0558,186.2604,0.0,0.0
dydx,ISOLATED,OM-USD,20,0.239290428,0.0,20500.0,4905.453774
hyperliquid,CROSS,OM-USD,5,0.23615,1030210.5038940002,17255518.296896044,4074890.6458120006
dydx,ISOLATED,OMNI-USD,5,3.667361128,7.764,1779.0,6524.235446712
hyperliquid,CROSS,OMNI-USD,3,3.6235,430704.7647080001,534739.8271323306,1937629.763614
